Expected total responses,1049
Success count,1049
Error count,0
Unverified response count,0
See download status column for download errors
Response ID,Timestamp,Download Status,ជម្រើសរាជធានី ឬខេត្ត,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកណ្តាល,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកែប,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកោះកុង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តក្រចេះ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ចាម,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ឆ្នាំង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ធំ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពង់ស្ពឺ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តកំពត,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តតាកែវ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តត្បូងឃ្មុំ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តបន្ទាយមានជ័យ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តប៉ៃលិន,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តបាត់ដំបង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តពោធិ៍សាត់,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រៃវែង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រះវិហារ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តព្រះសីហនុ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល រាជធានីភ្នំពេញ,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តមណ្ឌលគិរី,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តរតនគិរី,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តសៀមរាប,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តស្ទឹងត្រែង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តស្វាយរៀង,ជម្រើសឈ្មោះមូលដ្ខានសុខាភិបាល ខេត្តឧត្ដរមានជ័យ,រយៈទទឹង និងរយៈបណ្តោយ​ (Latitude and longitude),តំណភ្ជាប់ផែនទី (Map Link),រូបភាពមូលដ្ខានសុខាភិបាល,ជម្រើសពីបញ្ជីឈ្មោះមូលដ្ខានសុខាភិបាល ឬបញ្ជូលថ្មី,ប្រភេទសេវា,ឈ្មោះមូលដ្ឋានសុខាភិបាលជាអក្សរខ្មែរ,ឈ្មោះមូលដ្ឋានសុខាភិបាលជាអក្សរឡាតាំង,លេខលិខិតអនុញ្ញាត,កាលបរិច្ឆេទអនុញ្ញាត,កាលបរិច្ឆេទផុតសុពលភាពនៃលិខិតអនុញ្ញាត,ចំនួនបុគ្គលិក&ពេទ្យ
68105aaefac9430012222c45,29 Apr 2025 11:50:55 AM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល វិសិទ្ធ II (Viseth II - 1591),,,,,,,,,,,,,,,,,,,,,,,,,"11.3216645, 105.0613111",https://maps.app.goo.gl/3pvHE27Dq4FUc5EGA,Screenshot_2025-04-29-11-50-32-86_3d9111e2d3171bf4882369f490c087b4.jpg,,,,,,,,
68105de02ab65c0012019c4a,29 Apr 2025 12:04:32 PM,Success (with Downloaded Attachment),ត្បូងឃ្មុំ,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល អេក ពេជ្រស៊ាង (Ek Pich Seang - 533),,,,,,,,,,,,,,,"11.910249294605649, 105.6533832118298",https://maps.app.goo.gl/XgvAgxqvd4fcmp4E8,photo_2025-04-29_12-03-58.jpg,,,,,,,,
6810602afac9430012222d92,29 Apr 2025 12:14:18 PM,Success (with Downloaded Attachment),ត្បូងឃ្មុំ,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល អេក ពេជ្រស៊ាង (Ek Pich Seang - 533),,,,,,,,,,,,,,,"11.91026055760652, 105.65339078838439",https://maps.app.goo.gl/Ts27RH1Qz6Qgrpkm8,photo_2025-04-29_12-03-58.jpg,,,,,,,,
68106066fac9430012222d9c,29 Apr 2025 12:15:18 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ប្រាសាទនាគព័ន្ធ (Prasat Neak Poan - 397),,,,,,,,,,,,,,"13.584103,102.973577",https://maps.app.goo.gl/6AoooSupxeES8eA78,IMG_20250331_122136_738.jpg,,,,,,,,
6810615cfac9430012222db9,29 Apr 2025 12:19:24 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរពិសោធន៍វេជ្ជសាស្ត កាលីតេ (Quality - 1204),,,,,,,,,,,,,,,,,,,,,,,,,"11.359810895574677, 105.00605548615958","11.359810895574677, 105.00605548615958",My Lab.jpg,,,,,,,,
681067692ab65c0012019db7,29 Apr 2025 12:45:13 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ឈិន វិសាល (Chhin Visal - 1897),,,,,,,,,,,,,,,,,,,,,,,,,"11.46717516758241, 104.95080821189414",https://maps.app.goo.gl/d3FTqcxp5VJKQg5M7,photo_2025-04-29_12-35-24.jpg,,,,,,,,
68106b4afac94300122233cc,29 Apr 2025 01:01:46 PM,Success (with Downloaded Attachment),ពោធិ៍សាត់,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សៅហួបាកាន (Sao Hop Bakan - 517),,,,,,,,,,,"12.59225800547856, 103.78330362411195",https://maps.app.goo.gl/TMjxRa3L6yYfBjTg8,photo_2025-04-29_12-46-50.jpg,,,,,,,,
68106c14fac94300122233e7,29 Apr 2025 01:05:08 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល រ៉ូវ សុកហោ (Rov Sokho - 852),,,,,,,,,,,,,,,,,,,,,,,,,"(11.5863037, 104.9543184)",https://maps.app.goo.gl/7s2UQevLhdhLQ2ug9?g_st=com.google.maps.preview.copy,IMG_3783.jpeg,,,,,,,,
68109236fac94300122273ba,29 Apr 2025 03:47:50 PM,Success (with Downloaded Attachment),កណ្ដាល,,,,,,,,,,,,,,,,,,,,,,,,,,"11.5717187978466, 104.92361562330946",https://www.google.com/maps,4k-playstation-blue-desktop-bdz9lmabdwon5083.jpg,បញ្ចូលឈ្មោះមូលដ្ខានសុខាភិបាល ដែលគ្មានក្នុងបញ្ជី,មន្ទីរពហុព្យាបាល,test,testing,test 1233,28 Apr 2025,30 Apr 2025,10
6810957afac94300122287e4,29 Apr 2025 04:01:46 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល វិហារសួគ៌ សង់តេ (Vihear Suor Sante - 864),,,,,,,,,,,,,,,,,,,,,,,,,"11.67007401465387, 105.05863450431913",https://maps.app.goo.gl/vZSA38brYNFYynP19,photo_2025-04-29_16-01-06.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៥០/២៤អពស.មព,07 Sep 2024,17 Jul 2028,11
681096c02ab65c001201f41c,29 Apr 2025 04:07:12 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មានជ័យ (Mean Chey - 393),,,,,,,,,,,,,,"13.591066,102.974063",https://maps.app.goo.gl/TQvJeRt4fW7gxdhj9?g_st=com.google.maps.preview.copy,IMG_2532.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៦៩/២៤ អបស/មព,22 Apr 2025,08 Apr 2028,17
68109b8f2ab65c001201fbf1,29 Apr 2025 04:27:43 PM,Success (with Downloaded Attachment),បន្ទាយមានជ័យ,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល គន្ធី រ៉ាវី (Kanthy Ravy - 388),,,,,,,,,,,,,,បណ្តោយ16 ម៉ែត្រ ទទឹង 12 ម៉ែត្រ,"https://maps.apple.com/place?address=National%20Highway%205,%20Mongkol%20Borey,%20Cambodia&coordinate=13.536429,103.022208&name=My%20Location&map=explore",IMG_2821.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,0២១/២៥អបស/មព២១/១/2025,21 May 2025,15 Dec 2028,20
68109ddefac9430012229c38,29 Apr 2025 04:37:34 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ថោង ឃឿង (Thong Khuong - 1963),,,,,,,,,,,,,,,,,,,,,,,,,"11.299923688790996, 105.2574899257874",https://maps.app.goo.gl/3JzxGpKVPNR2E6Tc9,photo_2025-02-26_10-58-02.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២០៤,22 Jul 2023,31 May 2027,4
6810a0fafac943001222a0dd,29 Apr 2025 04:50:50 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ចន្រ្ទាវុឌ្ឍិ៍ (Chandravuth - 1595),,,,,,,,,,,,,,,,,,,,,,,,,"11.73048045564041, 104.96992111537561",https://maps.app.goo.gl/xgfJqVYd6AqsSNAh8,photo_2025-03-27_11-36-36.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,192/22,13 Sep 2022,15 Sep 2026,9
6810b1c32ab65c00120211e6,29 Apr 2025 06:02:27 PM,Success (with Downloaded Attachment),កំពង់ចាម,,,,,មន្ទីរសម្រាកព្យាបាល ច័ន្ទផល (Chan Phal - 426),,,,,,,,,,,,,,,,,,,,,"11.991681687781627, 105.45969218043554",https://maps.app.goo.gl/t5y6yCD1wUDbgoVQ8,photo_2025-03-26_16-07-24 - Copy.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,194/22​​ អបស/មព,18 Oct 2024,09 Aug 2028,16
6810bb102ab65c001202171a,29 Apr 2025 06:42:08 PM,Success (with Downloaded Attachment),តាកែវ,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ម៉ានីកា (Manika - 2151),,,,,,,,,,,,,,,,"12.9675894929435, 106.68673323439913",https://maps.app.goo.gl/LE7AkxgAxPWBJ4it6,photo_2024-03-13_11-06-11.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៩៦/២៤ អបស.មព,25 Oct 2024,24 Jun 2028,20
6810c8c62ab65c0012021a72,29 Apr 2025 07:40:38 PM,Success (with Downloaded Attachment),សៀមរាប,,,,,,,,,,,,,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត ប៊ីយ៉ូម៉េដសៀមរាប (Biomed Siem Reap - 682),,,,"13 3569950, 103.8564999","13°21'25""N 103°51'23""E",Screenshot_20250429_193839_Photos.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៨៦/២២អបស ពម,08 Jun 2022,06 Jun 2026,10
6810c9532ab65c0012021a86,29 Apr 2025 07:42:59 PM,Success (with Downloaded Attachment),ស្ទឹងត្រែង,,,,,,,,,,,,,,,,,,,,,,,មន្ទីរពិសោធន៍វេជ្ជសាស្ត មានឬទ្ធិ (Mean Rithy - 1951),,,"13.525897,105.970659",https://maps.app.goo.gl/uim4s15n9W3yfNSh8,Screenshot_20250429_193329_Maps.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៦៨/២៣ អបស/មព,04 Jul 2023,19 Jul 2027,5
6810d3092ab65c0012021b35,29 Apr 2025 08:24:25 PM,Success (with Downloaded Attachment),សៀមរាប,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល គង់ រិទ្ធី II (Kong Rithy II - 845),,,,"13.373900,103.861935",https://maps.app.goo.gl/boHW4GxNteZMvY7eA?g_st=atm,image.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៦៣/២៤,19 Apr 2024,01 Apr 2028,12
6810d617fac943001222b4df,29 Apr 2025 08:37:27 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល សយ រស្មី (Say Reasmey - 384),,,,,,,,,,,,,,,,,,,,,,,,,"11°25'22.5""N 104°47'40.1""E","https://www.google.com/maps/place/11%C2%B025'22.5%22N+104%C2%B047'40.1%22E/@11.4229203,104.7938233,19z/data=!3m1!4b1!4m4!3m3!8m2!3d11.422919!4d104.794467!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDQyMy4wIKXMDSoASAFQAw%3D%3D",2025-04-29 20.36.59.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០០៥/២៤​ អបស.មព,22 Jul 2023,15 Jan 2028,0
6810dd73fac943001222b552,29 Apr 2025 09:08:51 PM,Success (with Downloaded Attachment),ភ្នំពេញ,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មនុស្សចាស់ និងកុមារ បេះដូងឈូកមាស (Elderly and Children Lotus Heart - 2006),,,,,,,"11.580167614689943, 104.85397258824152",https://g.co/kgs/62ezPGm,photo_2025-03-19_14-45-25.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,271/23 អបស/មព,18 Aug 2023,30 Aug 2027,19
6810e5cafac943001222b733,29 Apr 2025 09:44:26 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល វិសិទ្ធ II (Viseth II - 1591),,,,,,,,,,,,,,,,,,,,,,,,,"11.321654,105.061269",https://maps.app.goo.gl/cN9T7KFZ2LpEMQPx7,Screenshot_2025-04-29-11-50-32-86_3d9111e2d3171bf4882369f490c087b4.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៨៧/២២ អបស/មព,12 Sep 2022,12 Sep 2026,5
6810e5d42ab65c0012021d80,29 Apr 2025 09:44:36 PM,Success (with Downloaded Attachment),កណ្ដាល,,,,,,,,,,,,,,,,,,,,,,,,,,"11.4842403,104.4559644",https://maps.app.goo.gl/Fkzv1fMbZdcJphJL7?g_st=com.google.maps.,IMG_3871.jpeg,បញ្ចូលឈ្មោះមូលដ្ខានសុខាភិបាល ដែលគ្មានក្នុងបញ្ជី,មន្ទីរសម្រាកព្យាបាល,មន្ទីរសម្រាកព្យាបាល ពេជ្រឧដុង្គ,Pich Oudong clinic,០៧២/២៥ អបស.មព,25 Apr 2025,15 Apr 2025,15
6810e5f62ab65c0012021da2,29 Apr 2025 09:45:10 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ម៉ាន់ នីសា (Man Nisa - 379),,,,,,,,,,,,,,,,,,,,,,,,,"11.6852041, 105.0596887",https://maps.app.goo.gl/TqQuigsrUnGEDw2G8?g_st=com.google.maps.preview.copy,IMG_6114.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,090/23,11 Apr 2023,20 Apr 2027,18
6810e7302ab65c0012021f00,29 Apr 2025 09:50:24 PM,Success (with Downloaded Attachment),កណ្ដាល,,,,,,,,,,,,,,,,,,,,,,,,,,"11.4842403,104.4559644",https://maps.app.goo.gl/Fkzv1fMbZdcJphJL7?g_st=com.google.maps.,IMG_3871.jpeg,បញ្ចូលឈ្មោះមូលដ្ខានសុខាភិបាល ដែលគ្មានក្នុងបញ្ជី,មន្ទីរសម្រាកព្យាបាល,មន្ទីរសម្រាកព្យាបាល ពេជ្រឧដុង្គ,Pich Oudong clinic,០៧២/២៥ អបស.មព,25 Apr 2025,15 Apr 2029,15
6810e803fac943001222b8ee,29 Apr 2025 09:53:55 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល សុផានីតា (Sophanita - 2040),,,,,,,,,,,,,,,,,,,,,,,,,"11.469865608061154, 105.14273677444511",https://maps.app.goo.gl/ftDEJNrz3BRq8sr26,SN 1.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០២៥/២៤ អបស/មព,07 Feb 2024,01 Feb 2028,13
6810e9a82ab65c0012022030,29 Apr 2025 10:00:56 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ឧត្ដមវិជ្ជា (Oudom Vichea - 1152),,,,,,,,,,,,,,,,,,,,,,,,,"11.404505, 104.856480",https://maps.app.goo.gl/XydYAAXBd2SuQAVy8,photo_2025-04-29_21-59-16.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២០៣/២១ អបស.មព,14 Dec 2021,15 Dec 2025,13
6810ea0efac943001222b9a5,29 Apr 2025 10:02:38 PM,Success (with Downloaded Attachment),ព្រះសីហនុ,,,,,,,,,,,,,,,,,,,,,,,,,,"10.6341419, 103.5305247",https://maps.app.goo.gl/62c9UUzf6qHHrgm1A,Messenger_creation_DBA84AEC-A95F-4865-B208-14AC3D6600B2.jpeg,បញ្ចូលឈ្មោះមូលដ្ខានសុខាភិបាល ដែលគ្មានក្នុងបញ្ជី,មន្ទីរសម្រាកព្យាបាល,មង្គល,Monhkul,០៧៤/២៤ អបស.មព,10 May 2024,08 Apr 2028,16
6810ea1b2ab65c001202205d,29 Apr 2025 10:02:51 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរពហុព្យាបាល អេម៉ា (Emma - 2051),,,,,,,,,,,,,,,,,,,,,,,,,"11.611427767309744, 104.9514390106583",https://maps.app.goo.gl/8U5temurgrnapDYc7,​ama.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៥៦/២៣,19 Jun 2023,20 Jun 2027,25
6810ea7c2ab65c0012022071,29 Apr 2025 10:04:28 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ស្អាងរុងរឿង (Steang Rong Roeung - 1138),,,,,,,,,,,,,,,,,,,,,,,,,"11.355860485974834, 105.00934127233081",https://maps.app.goo.gl/ti1rV5Yt4TH82Etp6,SRRC photo.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៩៩/២១ អបស/មព,09 Dec 2021,15 Dec 2025,14
6810eac22ab65c00120220a7,29 Apr 2025 10:05:38 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរពហុព្យាបាល ថ្នល់ទទឹង (Thnal Toteung - 84),,,,,,,,,,,,,,,,,,,,,,,,,"11.499548747533721, 104.67532442049004",https://maps.app.goo.gl/hSwfpbo3Dq63cBQu5,photo_2025-04-29_22-05-05.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០០១/២២អបស.មព,24 Jan 2022,23 Jan 2026,08
6810ebc8fac943001222b9fd,29 Apr 2025 10:10:00 PM,Success (with Downloaded Attachment),កែប,,មន្ទីរសម្រាកព្យាបាល កែប (Kep - 1582),,,,,,,,,,,,,,,,,,,,,,,,"10.543905916465091, 104.31571897120094",https://maps.app.goo.gl/enE4So8sXeUu2wsJ6,photo_2025-04-29_22-08-54.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,177/22 អបស.មព,29 Aug 2022,29 Aug 2026,22
6810eca62ab65c0012022127,29 Apr 2025 10:13:42 PM,Success (with Downloaded Attachment),ពោធិ៍សាត់,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សៅហួបាកាន (Sao Hop Bakan - 517),,,,,,,,,,,"12.604322665326427, 103.78307819764701",https://maps.app.goo.gl/xQpqatvnYHBNYwr19,photo_2025-04-29_14-11-29.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,081/24 អបស/មព,03 Jun 2024,30 Apr 2028,12
6810ecbcfac943001222ba43,29 Apr 2025 10:14:04 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល រស្មីអមតៈ (Reasmey Amata - 849),,,,,,,,,,,,,,,,,,,,,,,,,"11.398235,104.863589",https://maps.app.goo.gl/udRtmxoTwXLKNGqv6,Screenshot_2025-04-29-22-13-29-01_99c04817c0de5652397fc8b56c3b3817.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៥៨/២៤ អបស.មព,10 Apr 2024,25 Feb 2028,18
6810ed442ab65c001202215f,29 Apr 2025 10:16:20 PM,Success (with Downloaded Attachment),តាកែវ,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សុខនិរន្តរ៍ II (Sok Niron II - 2137),,,,,,,,,,,,,,,,"11.286089587232926, 104.84054982610296",https://maps.app.goo.gl/ouXK6ur9okbggDYr8,photo_2025-04-29_21-44-40.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២០៥/២៤,22 Nov 2024,13 Jun 2028,21
6810edb52ab65c00120221e5,29 Apr 2025 10:18:13 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរពិសោធន៍វេជ្ជសាស្ត កាលីតេ (Quality - 1204),,,,,,,,,,,,,,,,,,,,,,,,,"11.359718096017, 105.00610370308605",https://maps.app.goo.gl/MG6GvRpbsqxZ227E9,My Lab.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,016/22 អបស.មព,08 Feb 2022,12 Feb 2026,7
6810ee012ab65c00120221f7,29 Apr 2025 10:19:29 PM,Success (with Downloaded Attachment),ព្រះសីហនុ,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល នួន សុបុប្ផា (Noun Sopheapa - 1968),,,,,,,,"10.63491845496427, 103.54100282556503",https://maps.app.goo.gl/xH5HQQMvWbMyd2Ju7,photo_2025-04-25_16-56-34.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៦៦/២៥អបស/មព,23 Apr 2025,29 May 2029,17
6810eeaa2ab65c001202222c,29 Apr 2025 10:22:18 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ត្រើយស្លា (Troey Sla - 1018),,,,,,,,,,,,,,,,,,,,,,,,,"11.343084,105.039040",https://maps.app.goo.gl/vvar7R6bwKzGvc4G9,Screenshot_2025-04-29-22-21-57-16_99c04817c0de5652397fc8b56c3b3817.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៦៤/២១ អបស.មព,09 Apr 2021,13 Apr 2025,18
6810f0202ab65c0012022265,29 Apr 2025 10:28:32 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល សុភក្តិ វិជ្ជរ៉ា (Sophak Vichara - 1976),,,,,,,,,,,,,,,,,,,,,,,,,"11.833752, 104.980284",https://maps.app.goo.gl/N6rG3zrJDRZv81Zq9?g_st=com.google.maps.preview.copy,IMG_6224.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២២៣/២៣ អបស.មព,08 Aug 2023,15 Aug 2027,9
6810f0f32ab65c001202228a,29 Apr 2025 10:32:03 PM,Success (with Downloaded Attachment),ពោធិ៍សាត់,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ឃ្លាំង មឿង (Khleang Muong - 888),,,,,,,,,,,"12.551630835184694, 103.87543201853815",https://maps.app.goo.gl/dEuSiFqrpR9pmUXx7,photo_2025-04-29_14-00-29.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២៥១/២៣ អបស/មព,15 Aug 2023,22 Aug 2027,12
6810f1e5fac943001222bb29,29 Apr 2025 10:36:05 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល ហាក់ ម៉ានូ (Hak Manou - 2055),,,,,,,,,,,,,,,,,,,,,,,,,"11.3653374, 105.0039674",https://maps.app.goo.gl/BuCWk6SKQ4J959U56?g_st=ic,IMG_0197.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០៤៦/២៤ អបស•មព,23 Mar 2024,25 Feb 2028,10
6810f3ac2ab65c0012022311,29 Apr 2025 10:43:40 PM,Success (with Downloaded Attachment),ពោធិ៍សាត់,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល សៅហួបាកាន (Sao Hop Bakan - 517),,,,,,,,,,,"12.603861972842651, 103.78294945161761",https://maps.app.goo.gl/Gw2BidkcjQHnsnoz7,photo_2025-04-29_22-36-26.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,081/24 អបស/មព,03 Jun 2025,30 Apr 2028,11
6810f52ffac943001222bc0c,29 Apr 2025 10:50:07 PM,Success (with Downloaded Attachment),ពោធិ៍សាត់,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល ឃ្លាំង មឿង (Khleang Muong - 888),,,,,,,,,,,"12.550751150265599, 103.87714863195367",https://maps.app.goo.gl/vM9zpTxjnYgwsUAEA,photo_2025-04-29_22-19-43.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,២៥១/២៣ អបស/មព,15 Aug 2023,22 Aug 2027,12
6810fc452ab65c00120223e6,29 Apr 2025 11:20:21 PM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរពហុព្យាបាល ចតុមុខ (Chatomuk - 848),,,,,,,,,,,,,,,,,,,,,,,,,"11.463194401021811, 104.94983770260043",https://maps.app.goo.gl/t1Gf6VxXAGmstR2d6,IMG_3121.JPG,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,១៣៥/២៤ អបស/មព,23 Aug 2024,30 Jul 2028,22
6811676c2ab65c001202257b,30 Apr 2025 06:57:32 AM,Success (with Downloaded Attachment),កណ្ដាល,មន្ទីរសម្រាកព្យាបាល វិសាលពេជ្រ ២ (Visal Pich 2 - 1015),,,,,,,,,,,,,,,,,,,,,,,,,"10,20",https://maps.app.goo.gl/vwNfH5fyqBmJWHvD8?g_st=com.google.maps.preview.copy,IMG_1788.jpeg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,041/21,15 Feb 2021,15 Feb 2025,10
68116fe6fac943001222c11a,30 Apr 2025 07:33:42 AM,Success (with Downloaded Attachment),សៀមរាប,,,,,,,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល គន់ សាមឿន (Kong Samoeun - 2147),,,,"13.356603227900978, 103.88071026999275",https://maps.app.goo.gl/UKjK7F3oNNvU3EU46,photo_2025-04-30_07-32-15.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,០១៦/២៥/អបស/មព,20 Jan 2025,15 Dec 2028,13
681172df2ab65c00120229fc,30 Apr 2025 07:46:23 AM,Success (with Downloaded Attachment),ព្រៃវែង,,,,,,,,,,,,,,,,មន្ទីរសម្រាកព្យាបាល មាលារតនា (Mealea Ratana - 2020),,,,,,,,,,"11.486147,105.321187",https://maps.app.goo.gl/c8P76edSrRiic1LK8,IMG_20230430_105525.jpg,ជ្រើសរើសមូលដ្ខានសុខាភិបាល ពីបញ្ជី,,,,៣១១/២៣ អបស.មព,28 Dec 2023,20 Oct 2027,15
